"bedrooms","bathrooms","area","floors","yearbuilt","location","condition","garage","price"
"18","13","7011.7","3","1931","Downtown","Excellent","Yes","2753000.0"
"2","4","4423.0","3","1943","Downtown","Excellent","Yes","1716000.0"
"2","17","3042.9","2","1953","Downtown","Excellent","Yes","1235000.0"
"13","14","9019.4","4","2005","Downtown","Excellent","Yes","4439000.0"
"6","12","4444.6","2","2005","Downtown","Excellent","Yes","2221000.0"
"5","5","2707.2","1","2022","Downtown","Excellent","Yes","1478000.0"
"19","18","10048.5","2","2022","Downtown","Excellent","Yes","5721000.0"
"16","2","5969.6","3","2014","Downtown","Excellent","Yes","3168000.0"
"6","5","2741.3","5","2019","Downtown","Excellent","Yes","1549000.0"
"6","6","4688.2","1","2023","Downtown","Excellent","Yes","2522000.0"
"14","17","9431.2","3","2019","Downtown","Excellent","Yes","5180000.0"
"3","11","4233.2","2","2014","Downtown","Excellent","Yes","2181000.0"
"19","9","6682.9","3","2022","Downtown","Excellent","Yes","3904000.0"
"4","7","3164.6","2","2011","Downtown","Excellent","Yes","1599000.0"
"16","4","6801.0","1","1992","Downtown","Excellent","Yes","2996000.0"
"3","2","2146.0","2","1938","Downtown","Excellent","Yes","782000.0"
"9","10","5758.4","5","2012","Downtown","Excellent","Yes","3025000.0"
"17","11","9256.0","2","2022","Downtown","Excellent","Yes","5152000.0"
"4","8","3434.1","3","1994","Downtown","Excellent","Yes","1534000.0"
"16","1","8206.5","1","1953","Downtown","Excellent","Yes","2837000.0"
"14","4","7520.1","3","2017","Downtown","Excellent","Yes","3962000.0"
"5","8","4894.4","5","1995","Downtown","Excellent","Yes","2178000.0"
"15","17","11381.1","3","2015","Downtown","Excellent","Yes","5979000.0"
"16","1","5781.7","2","1998","Downtown","Excellent","Yes","2716000.0"
"20","10","10181.2","3","2015","Downtown","Excellent","Yes","5414000.0"
"9","3","2857.7","3","2020","Downtown","Excellent","Yes","1625000.0"
"6","1","2158.7","2","2021","Downtown","Excellent","Yes","1184000.0"
"16","16","11162.5","2","2008","Downtown","Excellent","Yes","5573000.0"
"2","2","1741.0","2","1964","Downtown","Excellent","Yes","638000.0"
"7","4","2686.6","1","1945","Downtown","Excellent","Yes","978000.0"
"15","19","9624.5","1","2017","Downtown","Excellent","Yes","5232000.0"
"11","9","7656.9","5","2017","Downtown","Excellent","Yes","4072000.0"
"12","7","5996.9","4","2017","Downtown","Excellent","Yes","3254000.0"
"14","11","7705.3","3","2018","Downtown","Excellent","Yes","4206000.0"
"2","4","2539.1","2","2019","Downtown","Excellent","Yes","1313000.0"
"5","2","1399.0","3","1976","Downtown","Excellent","Yes","688000.0"
"13","19","7189.1","5","2000","Downtown","Excellent","Yes","3617000.0"
"1","7","2277.4","5","2006","Downtown","Excellent","Yes","1173000.0"
"5","4","3442.5","5","1909","Downtown","Excellent","Yes","1217000.0"
"13","16","4842.4","4","2023","Downtown","Excellent","Yes","2999000.0"
"6","19","8135.9","3","2021","Downtown","Excellent","Yes","4449000.0"
"10","4","5798.0","2","1961","Downtown","Excellent","Yes","2009000.0"
"1","1","1795.9","3","2020","Downtown","Excellent","Yes","938000.0"
"6","3","2669.9","2","2008","Downtown","Excellent","Yes","1322000.0"
"3","11","4219.3","5","1994","Downtown","Excellent","Yes","1900000.0"
"10","12","7118.9","2","2020","Downtown","Excellent","Yes","3880000.0"
"3","4","2315.8","2","2019","Downtown","Excellent","Yes","1204000.0"
"18","17","10631.3","4","1950","Downtown","Excellent","Yes","3935000.0"
"20","4","14954.5","4","1980","Downtown","Excellent","Yes","5586000.0"
"6","7","3569.8","1","2014","Downtown","Excellent","Yes","1859000.0"
"12","14","4767.3","3","2022","Downtown","Excellent","Yes","2868000.0"
"5","8","5254.1","5","2011","Downtown","Excellent","Yes","2638000.0"
"16","12","10051.1","1","2014","Downtown","Excellent","Yes","5221000.0"
"15","13","11528.1","3","1961","Downtown","Excellent","Yes","4044000.0"
"2","10","4300.8","2","2020","Downtown","Excellent","Yes","2292000.0"
"2","1","4457.0","1","1976","Downtown","Excellent","Yes","1849000.0"
"5","1","3803.3","3","2017","Downtown","Excellent","Yes","1926000.0"
"11","19","10732.0","3","2012","Downtown","Excellent","Yes","5488000.0"
"2","4","1435.0","3","2006","Downtown","Excellent","Yes","730000.0"
"10","12","7666.4","2","2017","Downtown","Excellent","Yes","4061000.0"
"1","8","2117.2","2","2017","Downtown","Excellent","Yes","1164000.0"
"10","13","6651.4","4","2021","Downtown","Excellent","Yes","3725000.0"
"7","9","5600.6","4","2020","Downtown","Excellent","Yes","3039000.0"
"17","9","7664.5","4","2018","Downtown","Excellent","Yes","4240000.0"
"17","16","6269.5","2","2016","Downtown","Excellent","Yes","3617000.0"
"14","4","5333.1","2","2022","Downtown","Excellent","Yes","3004000.0"
"6","19","6268.1","3","1966","Downtown","Excellent","Yes","2336000.0"
"16","11","6128.5","3","2022","Downtown","Excellent","Yes","3589000.0"
"3","20","4693.7","4","2013","Downtown","Excellent","Yes","2569000.0"
"14","10","9596.1","2","2004","Downtown","Excellent","Yes","4575000.0"
"7","6","4113.3","4","2011","Downtown","Excellent","Yes","2118000.0"
"2","1","1656.3","5","2017","Downtown","Excellent","Yes","881000.0"
"14","1","4706.5","2","1992","Downtown","Excellent","Yes","2123000.0"
"2","3","1518.4","2","2019","Downtown","Excellent","Yes","800000.0"
"20","11","9241.8","5","2014","Downtown","Excellent","Yes","4986000.0"
"19","18","11487.3","1","2023","Downtown","Excellent","Yes","6464000.0"
"14","2","6732.1","1","2021","Downtown","Excellent","Yes","3622000.0"
"5","3","2954.8","1","1969","Downtown","Excellent","Yes","992000.0"
"15","6","6269.2","2","2012","Downtown","Excellent","Yes","3292000.0"
"6","13","3748.5","3","2023","Downtown","Excellent","Yes","2208000.0"
"5","1","1779.0","2","1999","Downtown","Excellent","Yes","675000.0"
"3","3","4681.0","2","1969","Downtown","Excellent","Yes","1749000.0"
"3","1","1074.0","1","1977","Downtown","Excellent","Yes","490000.0"
"4","2","2783.1","3","2019","Downtown","Excellent","Yes","1435000.0"
"17","5","7438.8","3","2007","Downtown","Excellent","Yes","3735000.0"
"20","2","8221.3","5","1991","Downtown","Excellent","Yes","3633000.0"
"17","4","7726.5","4","1942","Downtown","Excellent","Yes","2797000.0"
"16","6","8507.4","3","2016","Downtown","Excellent","Yes","4487000.0"
"5","19","7032.8","1","2022","Downtown","Excellent","Yes","3877000.0"
"13","19","6916.0","1","2018","Downtown","Excellent","Yes","3915000.0"
"14","11","7520.1","1","1982","Downtown","Excellent","Yes","3063000.0"
"10","17","6764.5","3","1997","Downtown","Excellent","Yes","3224000.0"
"10","17","8959.8","5","1941","Downtown","Excellent","Yes","3244000.0"
"7","18","6518.2","5","2009","Downtown","Excellent","Yes","3394000.0"
"13","1","3297.8","3","2012","Downtown","Excellent","Yes","1823000.0"
"4","2","3816.1","2","2010","Downtown","Excellent","Yes","1791000.0"
"4","3","4595.0","1","1906","Downtown","Excellent","Yes","1645000.0"
"1","2","1894.0","1","2003","Downtown","Excellent","Yes","774000.0"
"19","19","14398.1","4","1998","Downtown","Excellent","Yes","6623000.0"
"20","19","8753.3","1","2021","Downtown","Excellent","Yes","5073000.0"
"19","4","7712.7","5","1941","Downtown","Excellent","Yes","2858000.0"
"14","20","11974.1","4","2010","Downtown","Excellent","Yes","6075000.0"
"6","8","3489.3","2","2020","Downtown","Excellent","Yes","1934000.0"
"6","2","3582.3","4","2015","Downtown","Excellent","Yes","1834000.0"
"7","12","7789.1","3","2019","Downtown","Excellent","Yes","4118000.0"
"6","5","4773.1","5","2020","Downtown","Excellent","Yes","2552000.0"
"3","14","1883.8","4","1999","Downtown","Excellent","Yes","1062000.0"
"4","2","2355.3","4","1967","Downtown","Excellent","Yes","812000.0"
"15","12","11543.0","5","1982","Downtown","Excellent","Yes","4555000.0"
"12","16","10123.0","5","1936","Downtown","Excellent","Yes","3628000.0"
"13","9","7043.0","4","2021","Downtown","Excellent","Yes","3921000.0"
"10","8","5417.6","1","2015","Downtown","Excellent","Yes","2859000.0"
"2","17","5691.8","3","2015","Downtown","Excellent","Yes","3005000.0"
"2","8","3668.6","4","1945","Downtown","Excellent","Yes","1292000.0"
"11","13","7389.2","1","2022","Downtown","Excellent","Yes","4096000.0"
"8","1","4243.1","4","1995","Downtown","Excellent","Yes","1873000.0"
"12","13","6193.4","2","2008","Downtown","Excellent","Yes","3215000.0"
"7","8","5499.9","5","1995","Downtown","Excellent","Yes","2467000.0"
"1","12","4801.0","3","2018","Downtown","Excellent","Yes","2551000.0"
"1","16","4127.7","1","2000","Downtown","Excellent","Yes","1988000.0"
"1","7","1300.0","3","2010","Downtown","Excellent","Yes","736000.0"
"15","2","3117.8","3","1997","Downtown","Excellent","Yes","1613000.0"
"17","19","10241.5","1","2021","Downtown","Excellent","Yes","5732000.0"
"6","19","6410.6","2","1978","Downtown","Excellent","Yes","2542000.0"
"17","11","5450.0","1","2004","Downtown","Excellent","Yes","2877000.0"
"10","11","6091.7","3","1987","Downtown","Excellent","Yes","2615000.0"
"17","18","9275.4","1","2023","Downtown","Excellent","Yes","5308000.0"
"10","15","5686.8","5","1970","Downtown","Excellent","Yes","2219000.0"
"13","16","6913.1","3","2014","Downtown","Excellent","Yes","3785000.0"
"7","1","2762.3","4","2017","Downtown","Excellent","Yes","1494000.0"
"18","2","8051.4","1","1991","Downtown","Excellent","Yes","3459000.0"
"5","2","4681.9","4","1905","Downtown","Excellent","Yes","1541000.0"
"14","10","6594.9","5","2020","Downtown","Excellent","Yes","3733000.0"
"11","4","6468.8","5","2015","Downtown","Excellent","Yes","3366000.0"
"12","12","5603.0","1","1993","Downtown","Excellent","Yes","2602000.0"
"18","19","6551.9","5","2003","Downtown","Excellent","Yes","3553000.0"
"5","12","5160.6","5","2020","Downtown","Excellent","Yes","2843000.0"
"18","20","6171.6","3","2014","Downtown","Excellent","Yes","3636000.0"
"9","10","4876.4","2","2022","Downtown","Excellent","Yes","2760000.0"
"3","4","1845.6","1","1952","Downtown","Excellent","Yes","624000.0"
"16","3","6156.2","5","1996","Downtown","Excellent","Yes","2884000.0"
"16","14","9012.5","4","1998","Downtown","Excellent","Yes","4273000.0"
"7","3","1970.8","4","2014","Downtown","Excellent","Yes","1112000.0"
"17","16","10006.3","2","1933","Downtown","Excellent","Yes","3673000.0"
"11","13","6638.0","2","2017","Downtown","Excellent","Yes","3613000.0"
"20","18","10876.8","4","1995","Downtown","Excellent","Yes","5078000.0"
"6","3","4974.6","4","2023","Downtown","Excellent","Yes","2656000.0"
"9","1","3330.5","5","2011","Downtown","Excellent","Yes","1755000.0"
"5","1","2428.5","2","2021","Downtown","Excellent","Yes","1291000.0"
"12","13","6083.5","1","1997","Downtown","Excellent","Yes","2898000.0"
"3","2","2211.0","2","2006","Downtown","Excellent","Yes","925000.0"
"19","14","14631.8","4","2015","Downtown","Excellent","Yes","7568000.0"
"9","10","4977.3","3","2019","Downtown","Excellent","Yes","2768000.0"
"1","2","909.0","3","2021","Downtown","Excellent","Yes","587000.0"
"20","20","11484.9","2","2008","Downtown","Excellent","Yes","5888000.0"
"10","17","5161.4","1","2015","Downtown","Excellent","Yes","2901000.0"
"6","20","4077.2","4","2004","Downtown","Excellent","Yes","2221000.0"
"2","2","2002.5","4","2023","Downtown","Excellent","Yes","1077000.0"
"4","4","2068.0","3","1922","Downtown","Excellent","Yes","794000.0"
"4","8","2430.4","1","2001","Downtown","Excellent","Yes","1177000.0"
"4","1","1750.0","1","1972","Downtown","Excellent","Yes","593000.0"
"17","11","7619.0","4","1995","Downtown","Excellent","Yes","3592000.0"
"4","2","2103.0","2","2009","Downtown","Excellent","Yes","931000.0"
"20","11","12119.4","4","2007","Downtown","Excellent","Yes","5991000.0"
"10","7","2455.2","5","2019","Downtown","Excellent","Yes","1546000.0"
"3","20","7180.0","3","2020","Downtown","Excellent","Yes","3894000.0"
"4","1","829.0","2","1902","Downtown","Excellent","Yes","388000.0"
"5","4","2237.8","1","2014","Downtown","Excellent","Yes","1159000.0"
"10","12","4759.6","4","2023","Downtown","Excellent","Yes","2811000.0"
"5","4","3072.4","5","2017","Downtown","Excellent","Yes","1643000.0"
"3","16","3263.0","2","2019","Downtown","Excellent","Yes","1880000.0"
"20","15","7171.1","3","1974","Downtown","Excellent","Yes","2978000.0"
"6","5","3836.1","3","1963","Downtown","Excellent","Yes","1349000.0"
"1","4","4915.0","2","1965","Downtown","Excellent","Yes","1631000.0"
"4","13","4654.0","1","2018","Downtown","Excellent","Yes","2493000.0"
"18","16","11408.7","5","2021","Downtown","Excellent","Yes","6338000.0"
"3","18","3506.5","4","2016","Downtown","Excellent","Yes","2024000.0"
"12","19","8465.2","4","2018","Downtown","Excellent","Yes","4680000.0"
"14","6","4899.5","5","2011","Downtown","Excellent","Yes","2666000.0"
"18","20","11055.2","2","2016","Downtown","Excellent","Yes","5982000.0"
"5","3","4216.0","1","2005","Downtown","Excellent","Yes","1614000.0"
"8","15","6915.5","4","2023","Downtown","Excellent","Yes","3893000.0"
"10","16","6027.9","4","1998","Downtown","Excellent","Yes","2948000.0"
"2","2","1835.8","3","2011","Downtown","Excellent","Yes","895000.0"
"1","1","4100.0","1","1957","Downtown","Excellent","Yes","1577000.0"
"1","13","3950.3","4","2023","Downtown","Excellent","Yes","2249000.0"
"5","5","2662.5","4","2017","Downtown","Excellent","Yes","1450000.0"
"4","3","1884.0","2","2005","Downtown","Excellent","Yes","979000.0"
"4","3","2625.3","3","1989","Downtown","Excellent","Yes","1079000.0"
"12","5","2325.6","5","1998","Downtown","Excellent","Yes","1313000.0"
"5","20","7028.6","5","2021","Downtown","Excellent","Yes","3927000.0"
"2","19","3490.4","4","2022","Downtown","Excellent","Yes","2114000.0"
"4","5","2835.7","4","1916","Downtown","Excellent","Yes","1012000.0"
"4","1","2209.5","5","1949","Downtown","Excellent","Yes","783000.0"
"17","10","7545.7","3","2022","Downtown","Excellent","Yes","4300000.0"
"9","5","3983.9","1","1996","Downtown","Excellent","Yes","1820000.0"
"9","6","7321.4","3","1958","Suburban","Poor","No","1051000.0"
"8","1","3470.8","1","1979","Suburban","Poor","No","543000.0"
"17","5","9756.2","3","2009","Suburban","Poor","No","2010000.0"
"2","3","1681.1","1","1999","Suburban","Poor","No","267000.0"
"19","6","9795.1","3","2010","Suburban","Poor","No","2098000.0"
"13","4","6646.0","1","2010","Suburban","Poor","No","1369000.0"
"8","4","5389.0","4","1964","Suburban","Poor","No","794000.0"
"8","3","2183.8","2","1951","Suburban","Poor","No","396000.0"
"14","12","8612.8","2","1973","Suburban","Poor","No","1438000.0"
"18","19","14518.1","2","1971","Suburban","Poor","No","2288000.0"
"12","3","5899.4","3","2009","Suburban","Poor","No","1226000.0"
"18","14","12509.2","2","1956","Suburban","Poor","No","1972000.0"
"3","4","4049.0","2","1977","Suburban","Poor","No","791000.0"
"4","2","4236.0","2","1959","Suburban","Poor","No","601000.0"
"9","20","7821.5","5","1983","Suburban","Poor","No","1520000.0"
"12","17","6568.4","2","1956","Suburban","Poor","No","1227000.0"
"19","16","10410.6","4","1964","Suburban","Poor","No","1834000.0"
"9","2","3265.6","1","2011","Suburban","Poor","No","686000.0"
"16","11","10895.6","5","1984","Suburban","Poor","No","1935000.0"
"2","1","3262.0","3","1931","Suburban","Poor","No","496000.0"
"16","10","6714.0","3","1971","Suburban","Poor","No","1235000.0"
"2","1","904.0","2","1940","Suburban","Poor","No","134000.0"
"3","13","3189.9","4","1992","Suburban","Poor","No","684000.0"
"12","7","5552.6","1","1959","Suburban","Poor","No","921000.0"
"3","3","637.0","2","2008","Suburban","Poor","No","161000.0"
"15","15","4241.1","2","1962","Suburban","Poor","No","1012000.0"
"19","20","13046.9","3","1995","Suburban","Poor","No","2612000.0"
"1","16","4784.2","3","1960","Suburban","Poor","No","804000.0"
"18","18","9474.8","2","1986","Suburban","Poor","No","1911000.0"
"9","3","4000.5","4","2011","Suburban","Poor","No","870000.0"
"2","19","6434.6","2","1958","Suburban","Poor","No","1024000.0"
"12","5","5659.6","1","1947","Suburban","Poor","No","897000.0"
"15","7","4850.7","3","1944","Suburban","Poor","No","950000.0"
"19","11","6280.9","1","1990","Suburban","Poor","No","1414000.0"
"3","3","2533.0","1","1939","Suburban","Poor","No","385000.0"
"8","3","4358.0","2","1972","Suburban","Poor","No","642000.0"
"3","4","1582.0","2","1983","Suburban","Poor","No","314000.0"
"8","13","5999.8","4","2011","Suburban","Poor","No","1353000.0"
"1","4","1986.2","2","1959","Suburban","Poor","No","268000.0"
"15","16","4600.3","1","1953","Suburban","Poor","No","1054000.0"
"3","4","1171.0","1","1985","Suburban","Poor","No","217000.0"
"5","4","3285.0","1","1956","Suburban","Poor","No","543000.0"
"1","4","4469.0","3","2016","Suburban","Poor","No","948000.0"
"16","17","10195.2","1","1927","Suburban","Poor","No","1708000.0"
"11","2","4306.7","1","1951","Suburban","Poor","No","670000.0"
"5","4","4994.0","3","1923","Suburban","Poor","No","878000.0"
"13","4","6246.3","1","1979","Suburban","Poor","No","1039000.0"
"18","6","10691.4","5","1950","Suburban","Poor","No","1675000.0"
"1","3","4226.0","3","1981","Suburban","Poor","No","723000.0"
"7","3","3306.1","2","2013","Suburban","Poor","No","685000.0"
"20","8","9297.5","5","2000","Suburban","Poor","No","1981000.0"
"3","3","1385.0","2","2018","Suburban","Poor","No","302000.0"
"9","17","6610.7","3","1970","Suburban","Poor","No","1172000.0"
"6","16","6265.1","3","1980","Suburban","Poor","No","1121000.0"
"9","10","6096.4","5","1991","Suburban","Poor","No","1189000.0"
"2","5","2734.0","1","1956","Suburban","Poor","No","353000.0"
"12","12","6734.7","2","1948","Suburban","Poor","No","1155000.0"
"8","18","6400.8","5","1962","Suburban","Poor","No","1172000.0"
"6","20","7640.6","1","1967","Suburban","Poor","No","1233000.0"
"5","18","6629.7","4","1901","Suburban","Poor","No","1107000.0"
"3","3","3107.3","5","1959","Suburban","Poor","No","417000.0"
"15","2","7124.0","4","1984","Suburban","Poor","No","1253000.0"
"17","10","12170.1","3","1910","Suburban","Poor","No","1853000.0"
"9","15","3595.8","3","1999","Suburban","Poor","No","946000.0"
"1","14","4011.4","3","1991","Suburban","Poor","No","795000.0"
"12","12","5199.0","4","1936","Suburban","Poor","No","1018000.0"
"1","15","5342.0","4","1952","Suburban","Poor","No","862000.0"
"13","12","10841.3","1","1982","Suburban","Poor","No","1782000.0"
"1","4","503.0","3","2012","Suburban","Poor","No","110000.0"
"9","18","5997.2","3","1985","Suburban","Poor","No","1240000.0"
"20","2","10820.1","5","1947","Suburban","Poor","No","1667000.0"
"1","4","3469.0","2","2023","Suburban","Poor","No","753000.0"
"12","12","9920.8","5","1944","Suburban","Poor","No","1548000.0"
"15","16","10863.9","1","2008","Suburban","Poor","No","2292000.0"
"9","5","5498.8","2","1991","Suburban","Poor","No","972000.0"
"5","4","2541.0","3","1951","Suburban","Poor","No","511000.0"
"7","20","7701.4","4","1972","Suburban","Poor","No","1324000.0"
"1","14","2845.0","3","1982","Suburban","Poor","No","601000.0"
"12","8","5519.0","2","1988","Suburban","Poor","No","1081000.0"
"8","11","3588.7","4","1987","Suburban","Poor","No","804000.0"
"8","4","5119.1","5","1932","Suburban","Poor","No","780000.0"
"4","17","4249.2","5","1986","Suburban","Poor","No","908000.0"
"4","2","1563.0","3","1915","Suburban","Poor","No","229000.0"
"11","8","5965.8","5","1964","Suburban","Poor","No","1019000.0"
"17","7","10414.3","4","1925","Suburban","Poor","No","1622000.0"
"3","2","4533.0","1","1906","Suburban","Poor","No","677000.0"
"15","9","9657.5","3","1996","Suburban","Poor","No","1845000.0"
"5","1","2476.8","4","1991","Suburban","Poor","No","434000.0"
"8","11","5311.9","1","1986","Suburban","Poor","No","978000.0"
"9","14","5449.8","1","1981","Suburban","Poor","No","1038000.0"
"1","4","4266.0","3","1993","Suburban","Poor","No","578000.0"
"20","17","10258.6","2","1990","Suburban","Poor","No","2101000.0"
"18","16","14021.3","3","1945","Suburban","Poor","No","2188000.0"
"8","9","6544.1","1","1976","Suburban","Poor","No","1013000.0"
"1","15","5122.6","3","1944","Suburban","Poor","No","823000.0"
"1","4","3741.0","2","1952","Suburban","Poor","No","531000.0"
"18","19","15172.7","3","1975","Suburban","Poor","No","2458000.0"
"19","12","9697.3","2","1977","Suburban","Poor","No","1738000.0"
"6","10","3717.6","5","1919","Suburban","Poor","No","685000.0"
"17","9","11244.4","1","1968","Suburban","Poor","No","1704000.0"
"13","1","4345.1","5","1992","Suburban","Poor","No","911000.0"
"6","6","3797.1","1","1982","Suburban","Poor","No","620000.0"
"11","9","5254.9","1","1968","Suburban","Poor","No","900000.0"
"16","3","8735.9","5","2011","Suburban","Poor","No","1838000.0"
"17","2","9574.1","5","1981","Suburban","Poor","No","1591000.0"
"1","14","3710.4","5","1975","Suburban","Poor","No","703000.0"
"3","18","3350.5","2","1971","Suburban","Poor","No","670000.0"
"3","1","4091.0","2","1952","Suburban","Poor","No","581000.0"
"15","8","7279.2","5","1919","Suburban","Poor","No","1263000.0"
"12","7","5907.2","5","1910","Suburban","Poor","No","1020000.0"
"6","19","11011.3","2","2004","Suburban","Excellent","Yes","3346000.0"
"1","20","4436.4","5","2014","Suburban","Excellent","Yes","1694000.0"
"4","4","3731.1","2","2015","Suburban","Excellent","Yes","1192000.0"
"6","15","6058.9","4","2021","Suburban","Excellent","Yes","2232000.0"
"13","11","3810.0","3","2004","Suburban","Excellent","Yes","1482000.0"
"13","10","6409.0","5","2009","Suburban","Excellent","Yes","2259000.0"
"5","14","3393.9","2","2009","Suburban","Excellent","Yes","1251000.0"
"3","13","5161.0","4","2017","Suburban","Excellent","Yes","1799000.0"
"12","13","7451.6","1","1961","Suburban","Excellent","Yes","1848000.0"
"20","13","9033.8","4","2022","Suburban","Excellent","Yes","3474000.0"
"18","4","5702.7","5","1996","Suburban","Excellent","Yes","1907000.0"
"8","17","5705.3","2","1994","Suburban","Excellent","Yes","1820000.0"
"19","5","8400.2","1","2017","Suburban","Excellent","Yes","2967000.0"
"4","8","3455.8","2","2023","Suburban","Excellent","Yes","1248000.0"
"9","4","6338.9","2","2021","Suburban","Excellent","Yes","2164000.0"
"11","19","10984.4","5","2015","Suburban","Excellent","Yes","3792000.0"
"3","15","4023.6","1","2010","Suburban","Excellent","Yes","1388000.0"
"16","16","4221.5","1","2022","Suburban","Excellent","Yes","1904000.0"
"1","2","796.1","4","2009","Suburban","Excellent","Yes","295000.0"
"20","7","11678.5","3","2001","Suburban","Excellent","Yes","3590000.0"
"12","18","7999.1","5","2014","Suburban","Excellent","Yes","2912000.0"
"20","19","8063.9","2","2014","Suburban","Excellent","Yes","3036000.0"
"11","17","3550.6","5","2015","Suburban","Excellent","Yes","1593000.0"
"10","12","5912.0","4","1994","Suburban","Excellent","Yes","1860000.0"
"7","1","2947.0","1","1922","Suburban","Excellent","Yes","682000.0"
"9","8","3444.7","2","2007","Suburban","Excellent","Yes","1241000.0"
"14","16","11008.9","5","2012","Suburban","Excellent","Yes","3743000.0"
"9","10","5837.8","3","2015","Suburban","Excellent","Yes","2052000.0"
"17","12","7464.4","3","2022","Suburban","Excellent","Yes","2884000.0"
"2","3","4056.0","2","1935","Suburban","Excellent","Yes","1115000.0"
"10","12","7283.3","3","2000","Suburban","Excellent","Yes","2278000.0"
"9","12","6059.3","1","2023","Suburban","Excellent","Yes","2236000.0"
"4","15","4338.8","1","2017","Suburban","Excellent","Yes","1572000.0"
"18","3","6333.3","1","2016","Suburban","Excellent","Yes","2280000.0"
"8","14","4271.8","5","1999","Suburban","Excellent","Yes","1514000.0"
"7","15","5842.6","1","2020","Suburban","Excellent","Yes","2132000.0"
"15","7","7546.1","5","2019","Suburban","Excellent","Yes","2746000.0"
"19","12","9306.8","3","2023","Suburban","Excellent","Yes","3522000.0"
"5","17","6955.6","1","2022","Suburban","Excellent","Yes","2488000.0"
"15","7","8591.9","3","2016","Suburban","Excellent","Yes","2970000.0"
"13","4","1593.0","5","1991","Suburban","Excellent","Yes","750000.0"
"12","10","6731.3","5","2022","Suburban","Excellent","Yes","2528000.0"
"20","7","11809.8","4","2002","Suburban","Excellent","Yes","3667000.0"
"15","13","9654.7","4","2008","Suburban","Excellent","Yes","3224000.0"
"8","4","5469.0","3","1980","Suburban","Excellent","Yes","1364000.0"
"11","4","5655.3","3","2014","Suburban","Excellent","Yes","1928000.0"
"10","7","5646.1","3","2017","Suburban","Excellent","Yes","1994000.0"
"10","20","9172.8","2","2019","Suburban","Excellent","Yes","3299000.0"
"19","10","9995.6","5","2013","Suburban","Excellent","Yes","3495000.0"
"3","10","3888.3","1","2021","Suburban","Excellent","Yes","1360000.0"
"7","20","8331.2","3","2019","Suburban","Excellent","Yes","2986000.0"
"2","16","4289.4","3","1952","Suburban","Excellent","Yes","1115000.0"
"20","11","6996.1","2","2009","Suburban","Excellent","Yes","2569000.0"
"6","9","3351.5","3","2021","Suburban","Excellent","Yes","1283000.0"
"2","18","6359.7","4","2015","Suburban","Excellent","Yes","2213000.0"
"8","13","7149.3","2","2008","Suburban","Excellent","Yes","2331000.0"
"4","3","1889.0","1","2015","Suburban","Excellent","Yes","571000.0"
"5","15","5023.0","2","1929","Suburban","Excellent","Yes","1269000.0"
"19","14","8940.9","4","2019","Suburban","Excellent","Yes","3376000.0"
"3","11","5804.3","4","2021","Suburban","Excellent","Yes","2007000.0"
"13","5","6884.6","5","2015","Suburban","Excellent","Yes","2397000.0"
"14","14","6069.3","5","2017","Suburban","Excellent","Yes","2375000.0"
"7","19","6806.4","2","2007","Suburban","Excellent","Yes","2304000.0"
"12","18","9450.5","1","2000","Suburban","Excellent","Yes","2961000.0"
"17","12","7042.0","1","2017","Suburban","Excellent","Yes","2642000.0"
"16","16","9345.3","3","2008","Suburban","Excellent","Yes","3203000.0"
"12","7","8077.6","4","2023","Suburban","Excellent","Yes","2891000.0"
"11","7","4907.8","4","1957","Suburban","Excellent","Yes","1284000.0"
"9","16","8004.1","1","2021","Suburban","Excellent","Yes","2873000.0"
"15","20","11541.3","2","2016","Suburban","Excellent","Yes","4054000.0"
"10","7","3845.4","5","2005","Suburban","Excellent","Yes","1384000.0"
"16","14","6111.9","4","1980","Suburban","Excellent","Yes","1894000.0"
"4","3","1453.0","1","1941","Suburban","Excellent","Yes","412000.0"
"12","19","6451.2","2","2003","Suburban","Excellent","Yes","2272000.0"
"18","14","11515.6","1","2017","Suburban","Excellent","Yes","4025000.0"
"11","3","5543.7","1","2023","Suburban","Excellent","Yes","1965000.0"
"19","6","8154.0","5","1937","Suburban","Excellent","Yes","2088000.0"
"9","18","6603.4","1","2021","Suburban","Excellent","Yes","2482000.0"
"20","6","13054.6","5","1945","Suburban","Excellent","Yes","3031000.0"
"1","1","1372.7","4","2022","Suburban","Excellent","Yes","497000.0"
"3","17","4822.9","5","2021","Suburban","Excellent","Yes","1831000.0"
"10","2","4839.6","1","2023","Suburban","Excellent","Yes","1704000.0"
"19","7","10347.3","4","2006","Suburban","Excellent","Yes","3358000.0"
"14","12","6802.3","3","2021","Suburban","Excellent","Yes","2590000.0"
"15","1","9484.5","5","2009","Suburban","Excellent","Yes","3016000.0"
"14","8","8686.2","1","2023","Suburban","Excellent","Yes","3103000.0"
"15","12","9285.6","1","1990","Suburban","Excellent","Yes","2668000.0"
"1","8","1708.3","4","1991","Suburban","Excellent","Yes","584000.0"
"18","16","7690.0","4","2000","Suburban","Excellent","Yes","2669000.0"
"13","16","7629.0","2","1992","Suburban","Excellent","Yes","2356000.0"
"9","8","6302.9","2","1991","Suburban","Excellent","Yes","1783000.0"
"16","5","8030.5","2","1981","Suburban","Excellent","Yes","2121000.0"
"19","17","15169.6","1","2008","Suburban","Excellent","Yes","4865000.0"
